village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot
32.01.28.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.28,CIJERUK,SUKAHARJA,,16740,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16787,16740,16740,16740;16787,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.28.2007;open_data_jabar:32.01.28.2007;kodepos_dev:32.01.28.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:327;open_data_jabar:17709;kodepos_dev:327,2026-08-11
32.01.28.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.28,CIJERUK,PALASARI,,16740,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16786,16740,16740,16740;16786,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.28.2008;open_data_jabar:32.01.28.2008;kodepos_dev:32.01.28.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:328;open_data_jabar:17710;kodepos_dev:328,2026-08-11
32.01.28.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.28,CIJERUK,TANJUNGSARI,,16740,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16789,16740,16740,16740;16789,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.28.2009;open_data_jabar:32.01.28.2009;kodepos_dev:32.01.28.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:329;open_data_jabar:17711;kodepos_dev:329,2026-08-11
32.01.29.1003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,PADASUKA,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16611,16610,16610,16610;16611,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.1003;open_data_jabar:32.01.29.1003;kodepos_dev:32.01.29.1003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:332;open_data_jabar:17712;kodepos_dev:330,2026-08-11
32.01.29.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,MEKARJAYA,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16619,16610,16610,16610;16619,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2001;open_data_jabar:32.01.29.2001;kodepos_dev:32.01.29.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:330;open_data_jabar:17713;kodepos_dev:331,2026-08-11
32.01.29.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,SUKAHARJA,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16615,16610,16610,16610;16615,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2002;open_data_jabar:32.01.29.2002;kodepos_dev:32.01.29.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:331;open_data_jabar:17715;kodepos_dev:332,2026-08-11
32.01.29.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,PARAKAN,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16616,16610,16610,16610;16616,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2004;open_data_jabar:32.01.29.2004;kodepos_dev:32.01.29.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:333;open_data_jabar:17716;kodepos_dev:333,2026-08-11
32.01.29.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,CIOMAS,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16612,16610,16610,16610;16612,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2005;open_data_jabar:32.01.29.2005;kodepos_dev:32.01.29.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:334;open_data_jabar:17717;kodepos_dev:334,2026-08-11
32.01.29.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,PAGELARAN,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16617,16610,16610,16610;16617,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2006;open_data_jabar:32.01.29.2006;kodepos_dev:32.01.29.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:335;open_data_jabar:17718;kodepos_dev:335,2026-08-11
32.01.29.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,SUKAMAKMUR,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16615,16610,16610,16610;16615,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2007;open_data_jabar:32.01.29.2007;kodepos_dev:32.01.29.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:336;open_data_jabar:17719;kodepos_dev:336,2026-08-11
32.01.29.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,CIAPUS,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,40377,16610,16610,16610;40377,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2008;open_data_jabar:32.01.29.2008;kodepos_dev:32.01.29.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:337;open_data_jabar:17720;kodepos_dev:337,2026-08-11
32.01.29.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,KOTA BATU,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16618,16610,16610,16610;16618,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2009;open_data_jabar:32.01.29.2009;kodepos_dev:32.01.29.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:338;open_data_jabar:17721;kodepos_dev:338,2026-08-11
32.01.29.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,LALADON,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16613,16610,16610,16610;16613,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2010;open_data_jabar:32.01.29.2010;kodepos_dev:32.01.29.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:339;open_data_jabar:17722;kodepos_dev:339,2026-08-11
32.01.29.2011,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.29,CIOMAS,CIOMAS RAHAYU,,16610,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16612,16610,16610,16610;16612,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.29.2011;open_data_jabar:32.01.29.2011;kodepos_dev:32.01.29.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:340;open_data_jabar:17723;kodepos_dev:340,2026-08-11
32.01.30.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,SUKADAMAI,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16685,16680,16680,16680;16685,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2001;open_data_jabar:32.01.30.2001;kodepos_dev:32.01.30.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:341;open_data_jabar:17724;kodepos_dev:341,2026-08-11
32.01.30.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,CIHERANG,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16687,16680,16680,16680;16687,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2002;open_data_jabar:32.01.30.2002;kodepos_dev:32.01.30.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:342;open_data_jabar:17726;kodepos_dev:342,2026-08-11
32.01.30.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,SINARSARI,,,,,16682,16682,16680,16680;16682,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.30.2003;open_data_jabar:32.01.30.2003;kodepos_dev:32.01.30.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:343;open_data_jabar:17727;kodepos_dev:343,2026-08-11
32.01.30.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,SUKAWENING,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16686,16680,16680,16680;16686,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2004;open_data_jabar:32.01.30.2004;kodepos_dev:32.01.30.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:344;open_data_jabar:17728;kodepos_dev:344,2026-08-11
32.01.30.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,PETIR,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16683,16680,16680,16680;16683,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2005;open_data_jabar:32.01.30.2005;kodepos_dev:32.01.30.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:345;open_data_jabar:17729;kodepos_dev:345,2026-08-11
32.01.30.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,PURWASARI,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16684,16680,16680,16680;16684,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2006;open_data_jabar:32.01.30.2006;kodepos_dev:32.01.30.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:346;open_data_jabar:17730;kodepos_dev:346,2026-08-11
32.01.30.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,CIKARAWANG,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16688,16680,16680,16680;16688,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2007;open_data_jabar:32.01.30.2007;kodepos_dev:32.01.30.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:347;open_data_jabar:17731;kodepos_dev:347,2026-08-11
32.01.30.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,BABAKAN,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16689,16680,16680,16680;16689,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2008;open_data_jabar:32.01.30.2008;kodepos_dev:32.01.30.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:348;open_data_jabar:17732;kodepos_dev:348,2026-08-11
32.01.30.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,DRAMAGA,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16681,16680,16680,16680;16681,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2009;open_data_jabar:32.01.30.2009;kodepos_dev:32.01.30.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:349;open_data_jabar:17733;kodepos_dev:349,2026-08-11
32.01.30.2010,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.30,DRAMAGA,NEGLASARI,,16680,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16682,16680,16680,16680;16682,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.30.2010;open_data_jabar:32.01.30.2010;kodepos_dev:32.01.30.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:350;open_data_jabar:17734;kodepos_dev:350,2026-08-11
32.01.31.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SUKAMANTRI,,,,,16265,16610,16611,16265;16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2001;open_data_jabar:32.01.31.2001;kodepos_dev:32.01.31.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:351;open_data_jabar:17735;kodepos_dev:351,2026-08-11
32.01.31.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SIRNAGALIH,,,,,16610,16610,16611,16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2002;open_data_jabar:32.01.31.2002;kodepos_dev:32.01.31.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:352;open_data_jabar:17737;kodepos_dev:352,2026-08-11
32.01.31.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,PASIREURIH,,,,,16267,16267,16611,16267;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2003;open_data_jabar:32.01.31.2003;kodepos_dev:32.01.31.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:353;open_data_jabar:17738;kodepos_dev:353,2026-08-11
32.01.31.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,TAMANSARI,,,,,16261,16261,16611,16261;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2004;open_data_jabar:32.01.31.2004;kodepos_dev:32.01.31.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:354;open_data_jabar:17739;kodepos_dev:354,2026-08-11
32.01.31.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SUKALUYU,,,,,16262,16610,16611,16262;16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2005;open_data_jabar:32.01.31.2005;kodepos_dev:32.01.31.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:355;open_data_jabar:17740;kodepos_dev:355,2026-08-11
32.01.31.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SUKARESMI,,,,,16268,16610,16611,16268;16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2006;open_data_jabar:32.01.31.2006;kodepos_dev:32.01.31.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:356;open_data_jabar:17741;kodepos_dev:356,2026-08-11
32.01.31.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SUKAJAYA,,,,,16264,16610,16611,16264;16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2007;open_data_jabar:32.01.31.2007;kodepos_dev:32.01.31.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:357;open_data_jabar:17742;kodepos_dev:357,2026-08-11
32.01.31.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.31,TAMANSARI,SUKAJADI,,,,,16263,16610,16611,16263;16610;16611,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.31.2008;open_data_jabar:32.01.31.2008;kodepos_dev:32.01.31.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:358;open_data_jabar:17743;kodepos_dev:358,2026-08-11
32.01.32.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,KLAPANUNGGAL,,,,,16871,16871,16710,16710;16871,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2001;open_data_jabar:32.01.32.2001;kodepos_dev:32.01.32.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:359;open_data_jabar:17744;kodepos_dev:359,2026-08-11
32.01.32.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,BOJONG,,,,,16877,16878,16710,16710;16877;16878,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2002;open_data_jabar:32.01.32.2002;kodepos_dev:32.01.32.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:360;open_data_jabar:17745;kodepos_dev:360,2026-08-11
32.01.32.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,NAMBO,,,,,16873,16873,16710,16710;16873,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2003;open_data_jabar:32.01.32.2003;kodepos_dev:32.01.32.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:361;open_data_jabar:17746;kodepos_dev:361,2026-08-11
32.01.32.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,LULUT,,,,,16875,16875,16710,16710;16875,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2004;open_data_jabar:32.01.32.2004;kodepos_dev:32.01.32.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:362;open_data_jabar:17748;kodepos_dev:362,2026-08-11
32.01.32.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,CIKAHURIPAN,,,,,16877,16877,16710,16710;16877,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2005;open_data_jabar:32.01.32.2005;kodepos_dev:32.01.32.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:363;open_data_jabar:17749;kodepos_dev:363,2026-08-11
32.01.32.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,KEMBANG KUNING,,,,,16872,16872,16710,16710;16872,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2006;open_data_jabar:32.01.32.2006;kodepos_dev:32.01.32.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:364;open_data_jabar:17750;kodepos_dev:364,2026-08-11
32.01.32.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,BANTAR JATI,,,,,16874,16874,16710,16710;16874,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2007;open_data_jabar:32.01.32.2007;kodepos_dev:32.01.32.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:365;open_data_jabar:17751;kodepos_dev:365,2026-08-11
32.01.32.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,LEUWIKARET,,,,,16876,16876,16710,16710;16876,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2008;open_data_jabar:32.01.32.2008;kodepos_dev:32.01.32.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:366;open_data_jabar:17752;kodepos_dev:366,2026-08-11
32.01.32.2009,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.32,KLAPANUNGGAL,LIGARMUKTI,,,,,16879,16879,16710,16710;16879,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.32.2009;open_data_jabar:32.01.32.2009;kodepos_dev:32.01.32.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:367;open_data_jabar:17753;kodepos_dev:367,2026-08-11
32.01.33.2001,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,PUTAT NUTUG,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16384,16120,16120,16120;16384,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2001;open_data_jabar:32.01.33.2001;kodepos_dev:32.01.33.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:368;open_data_jabar:17754;kodepos_dev:368,2026-08-11
32.01.33.2002,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,CISEENG,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16387,16120,16120,16120;16387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2002;open_data_jabar:32.01.33.2002;kodepos_dev:32.01.33.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:369;open_data_jabar:17755;kodepos_dev:369,2026-08-11
32.01.33.2003,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,PARIGI MEKAR,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16388,16120,16120,16120;16388,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2003;open_data_jabar:32.01.33.2003;kodepos_dev:32.01.33.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:370;open_data_jabar:17756;kodepos_dev:370,2026-08-11
32.01.33.2004,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,CIBENTANG,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16387,16120,16120,16120;16387,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2004;open_data_jabar:32.01.33.2004;kodepos_dev:32.01.33.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:371;open_data_jabar:17757;kodepos_dev:371,2026-08-11
32.01.33.2005,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,CIBEUTEUNG UDIK,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16383,16120,16120,16120;16383,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2005;open_data_jabar:32.01.33.2005;kodepos_dev:32.01.33.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:372;open_data_jabar:17759;kodepos_dev:372,2026-08-11
32.01.33.2006,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,KARIHKIL,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16385,16120,16120,16120;16385,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2006;open_data_jabar:32.01.33.2006;kodepos_dev:32.01.33.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:373;open_data_jabar:17760;kodepos_dev:373,2026-08-11
32.01.33.2007,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,BABAKAN,,16120,corroborated_by_two_sources,open_data_jabar_postal_2023;kodepos_dev_rest_api,16386,16120,16120,16120;16386,corroborated_candidate,medium,yes,Kodepos.dev corroborates Open Data Jabar; candidate is not accepted as final.,no,,diskominfo:32.01.33.2007;open_data_jabar:32.01.33.2007;kodepos_dev:32.01.33.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:374;open_data_jabar:17761;kodepos_dev:374,2026-08-11
32.01.33.2008,32,JAWA BARAT,32.01,KAB. BOGOR,32.01.33,CISEENG,CIHOE,,,,,16389,16389,16120,16120;16389,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.01.33.2008;open_data_jabar:32.01.33.2008;kodepos_dev:32.01.33.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:375;open_data_jabar:17762;kodepos_dev:375,2026-08-11
