village_code,province_code,province_name,city_code,city_name,district_code,district_name,village_name,postal_code,postal_code_candidate,candidate_status,candidate_sources,postal_code_diskominfo,postal_code_open_data_jabar,postal_code_kodepos_dev,postal_candidates,verification_status,confidence,review_required,selected_reason,administrative_resolution_applied,former_village_code,source_village_codes,source_ids,source_rows,snapshot,review_case_type,suggested_postal_code,suggestion_basis,unresolved_pattern,district_cluster_id,triplet_cluster_id,affected_rows_if_same_pattern,existing_pos_observation,existing_pos_match,existing_pos_evidence_url,reviewer,review_status,review_decision,reviewed_postal_code,evidence_source_name,evidence_url,evidence_checked_at,evidence_scope,review_notes,second_reviewer,second_review_status
32.05.07.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SUKAKARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2005;open_data_jabar:32.05.07.2005;kodepos_dev:32.05.07.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1547;open_data_jabar:19065;kodepos_dev:1547,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTAKARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2006;open_data_jabar:32.05.07.2006;kodepos_dev:32.05.07.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1548;open_data_jabar:19066;kodepos_dev:1548,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,TANJUNG KARYA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2007;open_data_jabar:32.05.07.2007;kodepos_dev:32.05.07.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1549;open_data_jabar:19067;kodepos_dev:1549,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CISARUA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2008;open_data_jabar:32.05.07.2008;kodepos_dev:32.05.07.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1550;open_data_jabar:19068;kodepos_dev:1550,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTARASA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2009;open_data_jabar:32.05.07.2009;kodepos_dev:32.05.07.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1551;open_data_jabar:19069;kodepos_dev:1551,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,CINTAASIH,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2010;open_data_jabar:32.05.07.2010;kodepos_dev:32.05.07.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1552;open_data_jabar:19071;kodepos_dev:1552,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SIRNASARI,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2011;open_data_jabar:32.05.07.2011;kodepos_dev:32.05.07.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1553;open_data_jabar:19072;kodepos_dev:1553,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2012,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,SUKALAKSANA,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2012;open_data_jabar:32.05.07.2012;kodepos_dev:32.05.07.2012,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1554;open_data_jabar:19073;kodepos_dev:1554,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.07.2013,32,JAWA BARAT,32.05,KAB. GARUT,32.05.07,SAMARANG,TANJUNGANOM,,,,,44161,44161,44160,44160;44161,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.07.2013;open_data_jabar:32.05.07.2013;kodepos_dev:32.05.07.2013,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1555;open_data_jabar:19074;kodepos_dev:1555,2026-08-11,local_government_consensus_api_conflict,44161,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAWENING,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2001;open_data_jabar:32.05.15.2001;kodepos_dev:32.05.15.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1643;open_data_jabar:19172;kodepos_dev:1643,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAMUKTI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2002;open_data_jabar:32.05.15.2002;kodepos_dev:32.05.15.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1644;open_data_jabar:19173;kodepos_dev:1644,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKARLUYU,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2003;open_data_jabar:32.05.15.2003;kodepos_dev:32.05.15.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1645;open_data_jabar:19174;kodepos_dev:1645,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKALUYU,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2004;open_data_jabar:32.05.15.2004;kodepos_dev:32.05.15.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1646;open_data_jabar:19175;kodepos_dev:1646,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUDALARANG,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2005;open_data_jabar:32.05.15.2005;kodepos_dev:32.05.15.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1647;open_data_jabar:19176;kodepos_dev:1647,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKASONO,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2006;open_data_jabar:32.05.15.2006;kodepos_dev:32.05.15.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1648;open_data_jabar:19177;kodepos_dev:1648,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,SUKAHAJI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2007;open_data_jabar:32.05.15.2007;kodepos_dev:32.05.15.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1649;open_data_jabar:19178;kodepos_dev:1649,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,PASANGGRAHAN,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2008;open_data_jabar:32.05.15.2008;kodepos_dev:32.05.15.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1650;open_data_jabar:19179;kodepos_dev:1650,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MARIPARI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2009;open_data_jabar:32.05.15.2009;kodepos_dev:32.05.15.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1651;open_data_jabar:19180;kodepos_dev:1651,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2010,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKARWANGI,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2010;open_data_jabar:32.05.15.2010;kodepos_dev:32.05.15.2010,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1652;open_data_jabar:19182;kodepos_dev:1652,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.15.2011,32,JAWA BARAT,32.05,KAB. GARUT,32.05.15,SUKAWENING,MEKAR HURIP,,,,,44184,44184,44179,44179;44184,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.15.2011;open_data_jabar:32.05.15.2011;kodepos_dev:32.05.15.2011,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1653;open_data_jabar:19183;kodepos_dev:1653,2026-08-11,local_government_consensus_api_conflict,44184,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,SINGAJAYA,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2001;open_data_jabar:32.05.24.2001;kodepos_dev:32.05.24.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1746;open_data_jabar:19286;kodepos_dev:1746,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,CIUDIAN,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2002;open_data_jabar:32.05.24.2002;kodepos_dev:32.05.24.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1747;open_data_jabar:19287;kodepos_dev:1747,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,MEKARTANI,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2003;open_data_jabar:32.05.24.2003;kodepos_dev:32.05.24.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1748;open_data_jabar:19288;kodepos_dev:1748,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,SUKAMULYA,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2004;open_data_jabar:32.05.24.2004;kodepos_dev:32.05.24.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1749;open_data_jabar:19289;kodepos_dev:1749,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,SUKAWANGI,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2005;open_data_jabar:32.05.24.2005;kodepos_dev:32.05.24.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1750;open_data_jabar:19290;kodepos_dev:1750,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,PANCASURA,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2006;open_data_jabar:32.05.24.2006;kodepos_dev:32.05.24.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1751;open_data_jabar:19291;kodepos_dev:1751,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,KARANGAGUNG,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2007;open_data_jabar:32.05.24.2007;kodepos_dev:32.05.24.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1752;open_data_jabar:19293;kodepos_dev:1752,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,CIGINTUNG,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2008;open_data_jabar:32.05.24.2008;kodepos_dev:32.05.24.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1753;open_data_jabar:19294;kodepos_dev:1753,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.24.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.24,SINGAJAYA,GIRIMUKTI,,,,,44173,44173,44170,44170;44173,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.24.2009;open_data_jabar:32.05.24.2009;kodepos_dev:32.05.24.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1754;open_data_jabar:19295;kodepos_dev:1754,2026-08-11,local_government_consensus_api_conflict,44173,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2001,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,CISEWU,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2001;open_data_jabar:32.05.35.2001;kodepos_dev:32.05.35.2001,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1842;open_data_jabar:19393;kodepos_dev:1842,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2002,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,GIRIMUKTI,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2002;open_data_jabar:32.05.35.2002;kodepos_dev:32.05.35.2002,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1843;open_data_jabar:19394;kodepos_dev:1843,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2003,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,PAMALAYAN,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2003;open_data_jabar:32.05.35.2003;kodepos_dev:32.05.35.2003,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1844;open_data_jabar:19395;kodepos_dev:1844,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2004,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,CIKARANG,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2004;open_data_jabar:32.05.35.2004;kodepos_dev:32.05.35.2004,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1845;open_data_jabar:19396;kodepos_dev:1845,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2005,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,SUKAJAYA,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2005;open_data_jabar:32.05.35.2005;kodepos_dev:32.05.35.2005,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1846;open_data_jabar:19397;kodepos_dev:1846,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,NYALINDUNG,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2006;open_data_jabar:32.05.35.2006;kodepos_dev:32.05.35.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1847;open_data_jabar:19398;kodepos_dev:1847,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2007,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,KARANGSEWU,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2007;open_data_jabar:32.05.35.2007;kodepos_dev:32.05.35.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1848;open_data_jabar:19399;kodepos_dev:1848,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2008,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,MEKARSEWU,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2008;open_data_jabar:32.05.35.2008;kodepos_dev:32.05.35.2008,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1849;open_data_jabar:19400;kodepos_dev:1849,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.35.2009,32,JAWA BARAT,32.05,KAB. GARUT,32.05.35,CISEWU,PANGGALIH,,,,,44166,44166,44169,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.35.2009;open_data_jabar:32.05.35.2009;kodepos_dev:32.05.35.2009,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1850;open_data_jabar:19401;kodepos_dev:1850,2026-08-11,local_government_consensus_api_conflict,44166,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.05.36.2006,32,JAWA BARAT,32.05,KAB. GARUT,32.05.36,CARINGIN,SAMUDERAJAYA,,,,,44169,44169,44166,44166;44169,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.05.36.2006;open_data_jabar:32.05.36.2006;kodepos_dev:32.05.36.2006,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1856;open_data_jabar:19408;kodepos_dev:1856,2026-08-11,local_government_consensus_api_conflict,44169,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
32.06.07.2007,32,JAWA BARAT,32.06,KAB. TASIKMALAYA,32.06.07,PARUNGPONTENG,GIRIKENCANA,,,,,46476,46476,46189,46189;46476,review_required,unresolved,yes,No automatic selection: Kodepos.dev does not corroborate exactly one local source.,no,,diskominfo:32.06.07.2007;open_data_jabar:32.06.07.2007;kodepos_dev:32.06.07.2007,diskominfo_jabar_village_2024_unreviewed;open_data_jabar_postal_2023;kodepos_dev_rest_api,diskominfo:1979;open_data_jabar:19544;kodepos_dev:1979,2026-08-11,local_government_consensus_api_conflict,46476,Diskominfo and Open Data Jabar agree; Kodepos.dev differs.,government_sources_agree_api_differs,,,1,,,,,pending,,,,,,,,,not_started
